model,phase,tp,batch_size,input_len,output_len,repeat_count,calls,logical_payload_bytes,ring_equivalent_bytes,ring_equivalent_rounds,unique_payload_sizes,min_payload_bytes,max_payload_bytes,ops_json,histogram_json,raw_ops_json,collective_families_json
qwen3-30b-a3b,decode,2,4,8192,32,3,3007,49266688,49266688.0,6014,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,8192,128,3,12319,201834496,201834496.0,24638,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,4,8192,512,3,49567,812105728,812105728.0,99134,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,128,32,3,3007,98533376,98533376.0,6014,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,128,128,3,12319,403668992,403668992.0,24638,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,128,512,3,49567,1624211456,1624211456.0,99134,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,2048,32,3,3007,98533376,98533376.0,6014,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,2048,128,3,12319,403668992,403668992.0,24638,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,2048,512,3,49567,1624211456,1624211456.0,99134,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,8192,32,3,3007,98533376,98533376.0,6014,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,8192,128,3,12319,403668992,403668992.0,24638,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,8,8192,512,3,49567,1624211456,1624211456.0,99134,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,128,32,3,3007,197066752,197066752.0,6014,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,128,128,3,12319,807337984,807337984.0,24638,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,128,512,3,49567,3248422912,3248422912.0,99134,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,2048,32,3,3007,197066752,197066752.0,6014,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,2048,128,3,12319,807337984,807337984.0,24638,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,2048,512,3,49567,3248422912,3248422912.0,99134,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,8192,32,3,3007,197066752,197066752.0,6014,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,8192,128,3,12319,807337984,807337984.0,24638,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,2,16,8192,512,3,49567,3248422912,3248422912.0,99134,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,128,32,3,3007,12316672,18475008.0,18042,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,128,128,3,12319,50458624,75687936.0,73914,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,128,512,3,49567,203026432,304539648.0,297402,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,2048,32,3,3007,12316672,18475008.0,18042,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,2048,128,3,12319,50458624,75687936.0,73914,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,2048,512,3,49567,203026432,304539648.0,297402,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,8192,32,3,3007,12316672,18475008.0,18042,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,8192,128,3,12319,50458624,75687936.0,73914,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,1,8192,512,3,49567,203026432,304539648.0,297402,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,128,32,3,3007,24633344,36950016.0,18042,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,128,128,3,12319,100917248,151375872.0,73914,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,128,512,3,49567,406052864,609079296.0,297402,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,2048,32,3,3007,24633344,36950016.0,18042,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,2048,128,3,12319,100917248,151375872.0,73914,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,2048,512,3,49567,406052864,609079296.0,297402,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,8192,32,3,3007,24633344,36950016.0,18042,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,8192,128,3,12319,100917248,151375872.0,73914,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,2,8192,512,3,49567,406052864,609079296.0,297402,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,128,32,3,3007,49266688,73900032.0,18042,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,128,128,3,12319,201834496,302751744.0,73914,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,128,512,3,49567,812105728,1218158592.0,297402,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,2048,32,3,3007,49266688,73900032.0,18042,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,2048,128,3,12319,201834496,302751744.0,73914,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,2048,512,3,49567,812105728,1218158592.0,297402,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,8192,32,3,3007,49266688,73900032.0,18042,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,8192,128,3,12319,201834496,302751744.0,73914,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,4,8192,512,3,49567,812105728,1218158592.0,297402,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,128,32,3,3007,98533376,147800064.0,18042,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,128,128,3,12319,403668992,605503488.0,73914,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,128,512,3,49567,1624211456,2436317184.0,297402,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,2048,32,3,3007,98533376,147800064.0,18042,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,2048,128,3,12319,403668992,605503488.0,73914,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,2048,512,3,49567,1624211456,2436317184.0,297402,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,8192,32,3,3007,98533376,147800064.0,18042,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,8192,128,3,12319,403668992,605503488.0,73914,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,8,8192,512,3,49567,1624211456,2436317184.0,297402,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,128,32,3,3007,197066752,295600128.0,18042,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,128,128,3,12319,807337984,1211006976.0,73914,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,128,512,3,49567,3248422912,4872634368.0,297402,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,2048,32,3,3007,197066752,295600128.0,18042,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,2048,128,3,12319,807337984,1211006976.0,73914,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,2048,512,3,49567,3248422912,4872634368.0,297402,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,8192,32,3,3007,197066752,295600128.0,18042,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,8192,128,3,12319,807337984,1211006976.0,73914,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,4,16,8192,512,3,49567,3248422912,4872634368.0,297402,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,128,32,3,3007,12316672,21554176.0,42098,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,128,128,3,12319,50458624,88302592.0,172466,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,128,512,3,49567,203026432,355296256.0,693938,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,2048,32,3,3007,12316672,21554176.0,42098,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,2048,128,3,12319,50458624,88302592.0,172466,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,2048,512,3,49567,203026432,355296256.0,693938,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,8192,32,3,3007,12316672,21554176.0,42098,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":62,""fused_allreduce_residual_rmsnorm:4096"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,8192,128,3,12319,50458624,88302592.0,172466,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":254,""fused_allreduce_residual_rmsnorm:4096"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,1,8192,512,3,49567,203026432,355296256.0,693938,1,4096,4096,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4096"":1022,""fused_allreduce_residual_rmsnorm:4096"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,128,32,3,3007,24633344,43108352.0,42098,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,128,128,3,12319,100917248,176605184.0,172466,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,128,512,3,49567,406052864,710592512.0,693938,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,2048,32,3,3007,24633344,43108352.0,42098,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,2048,128,3,12319,100917248,176605184.0,172466,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,2048,512,3,49567,406052864,710592512.0,693938,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,8192,32,3,3007,24633344,43108352.0,42098,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":62,""fused_allreduce_residual_rmsnorm:8192"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,8192,128,3,12319,100917248,176605184.0,172466,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":254,""fused_allreduce_residual_rmsnorm:8192"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,2,8192,512,3,49567,406052864,710592512.0,693938,1,8192,8192,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8192"":1022,""fused_allreduce_residual_rmsnorm:8192"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
